"age","job","marital","education","default","balance","housing","contact","duration","campaign","pdays","previous","poutcome","signedup","Year","Date"
37,"services","married","secondary","no",981,"no","cellular",682,2,386,1,"success",1,2018,2018-03-04
42,"technician","married","secondary","no",166,"no","cellular",319,5,-1,0,"unknown",0,2018,2018-03-04
30,"student","single","tertiary","no",3300,"no","cellular",1571,1,-1,0,"unknown",1,2018,2018-03-04
38,"management","married","secondary","no",10357,"no","cellular",103,3,-1,0,"unknown",0,2018,2018-03-04
39,"self-employed","single","tertiary","no",3972,"no","cellular",122,3,-1,0,"unknown",0,2018,2018-03-04
25,"admin.","single","secondary","no",425,"no","cellular",100,1,-1,0,"unknown",0,2018,2018-03-04
35,"technician","married","secondary","no",-116,"no","cellular",339,2,-1,0,"unknown",0,2018,2018-03-04
48,"technician","married","secondary","no",761,"no","cellular",307,2,-1,0,"unknown",0,2018,2018-03-04
34,"management","married","tertiary","no",2611,"no","cellular",235,8,-1,0,"unknown",0,2018,2018-03-04
57,"services","married","secondary","no",315,"no","cellular",127,4,-1,0,"unknown",0,2018,2018-03-04
44,"management","married","tertiary","no",-692,"no","cellular",52,2,-1,0,"unknown",0,2018,2018-03-04
30,"technician","single","secondary","no",167,"no","unknown",9,1,-1,0,"unknown",0,2018,2018-03-04
27,"self-employed","single","secondary","no",50,"no","cellular",168,1,-1,0,"unknown",0,2018,2018-03-04
43,"technician","divorced","secondary","no",6835,"no","unknown",262,2,-1,0,"unknown",0,2018,2018-03-04
36,"management","single","unknown","no",601,"no","cellular",237,2,-1,0,"unknown",0,2018,2018-03-04
31,"unemployed","married","secondary","no",20,"no","cellular",304,1,71,1,"failure",0,2018,2018-03-04
59,"retired","married","primary","no",56,"no","cellular",432,5,-1,0,"unknown",0,2018,2018-03-04
55,"blue-collar","married","primary","no",3873,"no","telephone",222,1,-1,0,"unknown",0,2018,2018-03-04
46,"management","married","tertiary","no",0,"no","cellular",83,4,-1,0,"unknown",0,2018,2018-03-04
58,"blue-collar","married","primary","no",96,"no","unknown",76,3,-1,0,"unknown",0,2018,2018-03-04
43,"unemployed","married","secondary","no",775,"no","cellular",325,1,124,2,"failure",0,2018,2018-03-04
31,"admin.","single","secondary","no",523,"no","cellular",323,1,109,5,"failure",0,2018,2018-03-04
27,"student","single","secondary","no",162,"no","telephone",116,1,-1,0,"unknown",0,2018,2018-03-04
45,"admin.","married","secondary","no",236,"no","cellular",703,2,-1,0,"unknown",1,2018,2018-03-04
30,"self-employed","married","tertiary","no",2666,"no","cellular",781,3,89,1,"success",1,2018,2018-03-04
39,"management","married","secondary","no",2198,"no","unknown",418,1,-1,0,"unknown",0,2018,2018-03-04
32,"technician","single","secondary","no",29,"no","cellular",156,2,-1,0,"unknown",0,2018,2018-03-05
36,"entrepreneur","married","tertiary","no",6,"no","telephone",246,1,-1,0,"unknown",0,2018,2018-03-05
35,"entrepreneur","married","secondary","no",2008,"no","unknown",178,6,-1,0,"unknown",0,2018,2018-03-05
61,"management","married","secondary","no",1471,"no","cellular",331,2,-1,0,"unknown",0,2018,2018-03-05
36,"admin.","married","secondary","no",4011,"no","unknown",10,16,-1,0,"unknown",0,2018,2018-03-05
24,"blue-collar","single","secondary","no",9883,"no","cellular",210,5,-1,0,"unknown",1,2018,2018-03-05
48,"management","married","tertiary","no",363,"no","cellular",67,1,-1,0,"unknown",0,2018,2018-03-05
49,"technician","married","secondary","no",308,"no","cellular",266,5,-1,0,"unknown",0,2018,2018-03-05
31,"management","married","tertiary","no",216,"no","cellular",47,1,-1,0,"unknown",0,2018,2018-03-05
59,"housemaid","married","primary","no",96,"no","cellular",88,2,-1,0,"unknown",0,2018,2018-03-05
34,"technician","married","secondary","no",2467,"no","cellular",368,1,-1,0,"unknown",0,2018,2018-03-05
42,"technician","married","secondary","no",5455,"no","cellular",149,4,-1,0,"unknown",0,2018,2018-03-05
54,"technician","married","secondary","no",306,"no","cellular",107,1,-1,0,"unknown",0,2018,2018-03-05
50,"services","married","secondary","no",748,"no","unknown",147,1,-1,0,"unknown",0,2018,2018-03-05
35,"technician","married","secondary","no",1,"no","cellular",215,2,-1,0,"unknown",0,2018,2018-03-05
51,"housemaid","married","primary","no",1382,"no","unknown",226,1,-1,0,"unknown",0,2018,2018-03-05
57,"housemaid","divorced","primary","no",492,"no","telephone",181,2,-1,0,"unknown",0,2018,2018-03-05
38,"technician","married","tertiary","no",88,"no","cellular",282,2,186,4,"success",1,2018,2018-03-05
78,"retired","divorced","primary","no",527,"no","cellular",193,1,-1,0,"unknown",1,2018,2018-03-05
75,"admin.","married","unknown","no",1093,"no","cellular",369,1,-1,0,"unknown",0,2018,2018-03-05
60,"housemaid","married","unknown","no",491,"no","cellular",503,4,-1,0,"unknown",0,2018,2018-03-05
26,"management","single","tertiary","no",55,"no","cellular",165,5,-1,0,"unknown",0,2018,2018-03-05
27,"blue-collar","single","primary","no",377,"no","cellular",645,2,-1,0,"unknown",1,2018,2018-03-05
55,"admin.","married","secondary","no",-2,"no","cellular",76,1,-1,0,"unknown",0,2018,2018-03-05
49,"technician","married","secondary","no",378,"no","unknown",189,2,-1,0,"unknown",0,2018,2018-03-05
34,"admin.","married","secondary","no",247,"no","cellular",401,2,-1,0,"unknown",1,2018,2018-03-05
53,"management","married","tertiary","no",3634,"no","cellular",211,4,88,8,"success",1,2018,2018-03-05
30,"management","married","tertiary","no",1077,"no","cellular",124,1,-1,0,"unknown",0,2018,2018-03-05
38,"self-employed","divorced","secondary","yes",2,"no","cellular",291,2,-1,0,"unknown",0,2018,2018-03-05
35,"self-employed","married","tertiary","no",1340,"no","cellular",169,1,-1,0,"unknown",0,2018,2018-03-05
22,"student","single","primary","no",423,"no","cellular",316,1,179,10,"success",1,2018,2018-03-05
59,"unemployed","divorced","secondary","no",7469,"no","cellular",287,1,130,1,"failure",0,2018,2018-03-05
27,"admin.","single","secondary","no",3629,"no","cellular",66,1,-1,0,"unknown",0,2018,2018-03-05
33,"admin.","single","secondary","no",289,"no","cellular",515,3,6,13,"other",0,2018,2018-03-05
44,"admin.","married","secondary","no",1497,"no","unknown",60,1,-1,0,"unknown",0,2018,2018-03-05
32,"management","single","tertiary","no",10281,"no","cellular",400,1,-1,0,"unknown",1,2018,2018-03-05
61,"retired","married","primary","no",56,"no","cellular",288,3,-1,0,"unknown",1,2018,2018-03-05
35,"self-employed","married","secondary","no",0,"no","cellular",64,2,-1,0,"unknown",0,2018,2018-03-05
54,"management","single","tertiary","no",0,"no","telephone",133,4,-1,0,"unknown",0,2018,2018-03-05
61,"management","married","tertiary","no",267,"no","cellular",190,1,-1,0,"unknown",1,2018,2018-03-05
33,"management","married","tertiary","no",3696,"no","cellular",305,1,182,3,"failure",0,2018,2018-03-05
37,"housemaid","married","unknown","no",3075,"no","unknown",29,3,-1,0,"unknown",0,2018,2018-03-05
45,"admin.","married","secondary","no",248,"no","cellular",212,2,-1,0,"unknown",0,2018,2018-03-05
30,"services","single","secondary","no",188,"no","cellular",49,2,-1,0,"unknown",0,2018,2018-03-05
55,"self-employed","married","primary","no",325,"no","cellular",439,4,-1,0,"unknown",0,2018,2018-03-05
48,"entrepreneur","married","primary","no",2675,"no","cellular",123,1,-1,0,"unknown",0,2018,2018-03-05
47,"technician","married","secondary","no",487,"no","cellular",218,2,177,1,"failure",0,2018,2018-03-05
25,"student","single","tertiary","no",293,"no","cellular",231,1,-1,0,"unknown",0,2018,2018-03-05
33,"housemaid","single","secondary","no",191,"no","cellular",118,2,-1,0,"unknown",0,2018,2018-03-05
57,"management","divorced","tertiary","no",236,"no","cellular",120,2,-1,0,"unknown",0,2018,2018-03-05
26,"blue-collar","single","secondary","no",450,"no","cellular",542,1,-1,0,"unknown",0,2018,2018-03-05
35,"unemployed","married","secondary","no",978,"no","cellular",660,2,182,6,"success",1,2018,2018-03-05
48,"housemaid","divorced","secondary","no",-621,"no","cellular",552,3,-1,0,"unknown",0,2018,2018-03-05
44,"blue-collar","married","secondary","no",289,"no","unknown",300,1,-1,0,"unknown",0,2018,2018-03-05
57,"management","married","tertiary","no",1318,"no","cellular",142,2,-1,0,"unknown",0,2018,2018-03-05
40,"unemployed","divorced","secondary","no",452,"no","cellular",98,1,-1,0,"unknown",0,2018,2018-03-05
37,"blue-collar","married","secondary","no",523,"no","unknown",257,2,-1,0,"unknown",0,2018,2018-03-05
34,"unemployed","married","tertiary","no",10,"no","cellular",71,5,-1,0,"unknown",0,2018,2018-03-05
35,"management","married","tertiary","no",2583,"no","cellular",210,1,-1,0,"unknown",0,2018,2018-03-05
72,"retired","married","primary","no",0,"no","cellular",348,6,94,6,"failure",0,2018,2018-03-05
56,"housemaid","married","primary","no",871,"no","telephone",149,1,-1,0,"unknown",0,2018,2018-03-05
42,"technician","married","secondary","no",2980,"no","unknown",101,3,-1,0,"unknown",0,2018,2018-03-05
46,"management","single","tertiary","no",2223,"no","unknown",67,3,-1,0,"unknown",0,2018,2018-03-06
59,"management","divorced","tertiary","no",81,"no","cellular",140,1,-1,0,"unknown",0,2018,2018-03-06
75,"retired","divorced","primary","no",1926,"no","cellular",761,1,93,5,"other",0,2018,2018-03-06
76,"self-employed","married","unknown","no",4984,"no","telephone",403,1,182,1,"success",1,2018,2018-03-06
43,"management","married","tertiary","yes",0,"no","cellular",25,19,-1,0,"unknown",0,2018,2018-03-06
42,"services","married","tertiary","no",4216,"no","cellular",186,2,-1,0,"unknown",1,2018,2018-03-06
43,"admin.","married","secondary","no",352,"no","cellular",165,4,-1,0,"unknown",0,2018,2018-03-06
34,"admin.","married","secondary","no",0,"no","cellular",136,2,-1,0,"unknown",0,2018,2018-03-06
42,"blue-collar","married","secondary","no",698,"no","unknown",729,2,-1,0,"unknown",0,2018,2018-03-06
21,"technician","single","unknown","no",360,"no","cellular",131,2,-1,0,"unknown",1,2018,2018-03-06
50,"admin.","married","secondary","no",4855,"no","cellular",720,2,-1,0,"unknown",1,2018,2018-03-06
36,"self-employed","married","tertiary","no",12132,"no","telephone",146,1,-1,0,"unknown",0,2018,2018-03-06
38,"technician","single","secondary","no",207,"no","unknown",76,2,-1,0,"unknown",0,2018,2018-03-06
45,"services","married","secondary","no",162,"no","unknown",166,4,-1,0,"unknown",0,2018,2018-03-06
28,"services","single","secondary","no",198,"no","cellular",159,1,-1,0,"unknown",0,2018,2018-03-06
47,"blue-collar","married","secondary","no",4840,"no","unknown",53,1,-1,0,"unknown",0,2018,2018-03-06
50,"services","married","secondary","yes",0,"no","telephone",35,9,-1,0,"unknown",0,2018,2018-03-06
34,"management","married","tertiary","no",255,"no","cellular",78,9,-1,0,"unknown",0,2018,2018-03-06
39,"admin.","single","secondary","no",35,"no","unknown",242,1,-1,0,"unknown",0,2018,2018-03-06
42,"management","divorced","secondary","no",640,"no","cellular",545,1,-1,0,"unknown",0,2018,2018-03-06
48,"admin.","divorced","secondary","no",362,"no","cellular",529,1,-1,0,"unknown",1,2018,2018-03-06
49,"services","married","secondary","no",-106,"no","unknown",10,13,-1,0,"unknown",0,2018,2018-03-06
48,"management","married","tertiary","no",13501,"no","unknown",63,2,-1,0,"unknown",0,2018,2018-03-06
60,"retired","divorced","tertiary","no",2166,"no","unknown",8,9,-1,0,"unknown",0,2018,2018-03-06
38,"admin.","married","secondary","no",6706,"no","cellular",143,2,-1,0,"unknown",0,2018,2018-03-06
40,"admin.","married","secondary","no",3234,"no","unknown",82,1,-1,0,"unknown",0,2018,2018-03-06
54,"management","single","tertiary","no",2081,"no","cellular",395,2,108,1,"failure",0,2018,2018-03-06
54,"blue-collar","married","primary","no",1033,"no","unknown",152,3,-1,0,"unknown",0,2018,2018-03-06
35,"management","married","tertiary","no",43,"no","cellular",917,4,-1,0,"unknown",1,2018,2018-03-06
40,"management","married","tertiary","no",3812,"no","cellular",58,4,-1,0,"unknown",0,2018,2018-03-06
56,"retired","divorced","primary","no",694,"no","cellular",144,1,102,1,"other",1,2018,2018-03-06
60,"blue-collar","married","primary","no",1472,"no","unknown",36,4,-1,0,"unknown",0,2018,2018-03-06
52,"unemployed","married","primary","no",255,"no","cellular",374,3,-1,0,"unknown",0,2018,2018-03-06
25,"admin.","single","secondary","no",654,"no","cellular",216,1,-1,0,"unknown",0,2018,2018-03-06
29,"management","single","tertiary","no",-223,"no","cellular",208,1,-1,0,"unknown",0,2018,2018-03-06
34,"admin.","married","secondary","no",869,"no","unknown",1677,1,-1,0,"unknown",1,2018,2018-03-06
28,"technician","divorced","tertiary","no",47,"no","cellular",304,3,-1,0,"unknown",0,2018,2018-03-06
38,"self-employed","married","secondary","no",-10,"no","unknown",137,7,-1,0,"unknown",0,2018,2018-03-06
24,"self-employed","single","tertiary","no",2376,"no","cellular",122,1,-1,0,"unknown",1,2018,2018-03-06
35,"technician","married","tertiary","no",1654,"no","cellular",169,2,-1,0,"unknown",0,2018,2018-03-06
24,"admin.","single","secondary","no",99,"no","cellular",56,3,-1,0,"unknown",0,2018,2018-03-06
61,"retired","married","primary","no",2863,"no","cellular",264,1,-1,0,"unknown",0,2018,2018-03-06
53,"technician","single","primary","no",481,"no","cellular",399,1,-1,0,"unknown",0,2018,2018-03-06
54,"self-employed","married","unknown","no",204,"no","cellular",231,5,-1,0,"unknown",0,2018,2018-03-06
42,"management","single","tertiary","no",1608,"no","cellular",13,21,-1,0,"unknown",0,2018,2018-03-06
32,"management","single","tertiary","no",0,"no","cellular",282,4,-1,0,"unknown",0,2018,2018-03-06
42,"blue-collar","married","secondary","no",2913,"no","cellular",127,2,184,2,"success",0,2018,2018-03-06
31,"blue-collar","single","secondary","no",5607,"no","unknown",261,1,-1,0,"unknown",0,2018,2018-03-06
57,"blue-collar","married","primary","no",4073,"no","unknown",193,3,-1,0,"unknown",0,2018,2018-03-06
33,"blue-collar","married","secondary","no",53,"no","cellular",113,1,-1,0,"unknown",0,2018,2018-03-06
45,"technician","married","secondary","no",1240,"no","cellular",269,2,-1,0,"unknown",0,2018,2018-03-07
40,"management","married","tertiary","no",384,"no","cellular",200,3,327,2,"failure",0,2018,2018-03-07
34,"technician","married","tertiary","no",4953,"no","cellular",235,2,-1,0,"unknown",0,2018,2018-03-07
33,"technician","single","secondary","no",2085,"no","cellular",501,2,-1,0,"unknown",1,2018,2018-03-07
36,"management","married","unknown","no",0,"no","unknown",131,1,-1,0,"unknown",0,2018,2018-03-07
28,"technician","single","secondary","no",1241,"no","cellular",343,1,-1,0,"unknown",0,2018,2018-03-07
52,"housemaid","married","primary","no",994,"no","cellular",188,3,-1,0,"unknown",0,2018,2018-03-07
28,"services","single","secondary","no",458,"no","cellular",112,4,201,3,"failure",0,2018,2018-03-07
35,"management","single","unknown","no",342,"no","cellular",427,4,-1,0,"unknown",0,2018,2018-03-07
31,"technician","married","tertiary","no",1385,"no","cellular",116,8,-1,0,"unknown",0,2018,2018-03-07
31,"management","married","tertiary","no",50,"no","cellular",37,5,-1,0,"unknown",0,2018,2018-03-07
46,"self-employed","single","secondary","no",526,"no","cellular",523,1,87,2,"other",1,2018,2018-03-07
21,"unemployed","single","secondary","no",280,"no","cellular",280,2,-1,0,"unknown",0,2018,2018-03-07
58,"retired","married","secondary","no",13,"no","cellular",92,4,-1,0,"unknown",0,2018,2018-03-07
30,"services","single","secondary","no",114,"no","cellular",110,10,-1,0,"unknown",0,2018,2018-03-07
52,"housemaid","married","primary","no",335,"no","cellular",217,5,-1,0,"unknown",0,2018,2018-03-07
57,"retired","single","secondary","no",1640,"no","unknown",204,4,-1,0,"unknown",0,2018,2018-03-07
56,"retired","married","primary","no",-1,"no","cellular",89,23,-1,0,"unknown",0,2018,2018-03-07
56,"blue-collar","married","secondary","no",3129,"no","unknown",33,6,-1,0,"unknown",0,2018,2018-03-07
28,"management","single","unknown","no",81,"no","cellular",158,1,-1,0,"unknown",0,2018,2018-03-07
37,"blue-collar","single","primary","no",7027,"no","unknown",65,1,-1,0,"unknown",0,2018,2018-03-07
57,"technician","married","tertiary","no",6822,"no","cellular",797,2,-1,0,"unknown",1,2018,2018-03-07
29,"blue-collar","married","primary","no",243,"no","cellular",109,2,-1,0,"unknown",0,2018,2018-03-07
67,"retired","divorced","primary","no",2027,"no","cellular",161,2,-1,0,"unknown",1,2018,2018-03-07
60,"services","married","secondary","no",292,"no","cellular",260,5,195,4,"failure",0,2018,2018-03-07
60,"retired","married","secondary","no",6132,"no","cellular",266,2,-1,0,"unknown",0,2018,2018-03-07
36,"services","married","secondary","no",238,"no","cellular",424,1,-1,0,"unknown",0,2018,2018-03-07
37,"management","married","tertiary","no",1852,"no","cellular",117,2,370,1,"failure",0,2018,2018-03-07
62,"retired","married","secondary","no",1486,"no","cellular",56,2,-1,0,"unknown",0,2018,2018-03-07
25,"student","single","secondary","no",679,"no","cellular",297,5,94,6,"other",1,2018,2018-03-07
41,"management","married","tertiary","no",1391,"no","cellular",537,1,-1,0,"unknown",0,2018,2018-03-07
22,"student","single","tertiary","no",1161,"no","cellular",119,1,-1,0,"unknown",0,2018,2018-03-07
26,"student","married","secondary","no",289,"no","cellular",220,1,-1,0,"unknown",0,2018,2018-03-07
30,"management","single","tertiary","no",4210,"no","cellular",796,4,-1,0,"unknown",1,2018,2018-03-07
32,"admin.","single","secondary","no",781,"no","cellular",305,1,-1,0,"unknown",0,2018,2018-03-07
48,"blue-collar","married","primary","no",1092,"no","cellular",79,1,172,8,"failure",0,2018,2018-03-07
52,"management","married","tertiary","no",659,"no","cellular",517,4,-1,0,"unknown",0,2018,2018-03-07
30,"blue-collar","single","secondary","no",522,"no","cellular",197,3,-1,0,"unknown",0,2018,2018-03-07
31,"technician","married","unknown","no",14533,"no","cellular",245,2,-1,0,"unknown",1,2018,2018-03-07
25,"student","single","secondary","no",703,"no","cellular",1100,3,-1,0,"unknown",0,2018,2018-03-07
47,"management","married","tertiary","no",4495,"no","cellular",156,8,-1,0,"unknown",0,2018,2018-03-07
61,"retired","married","secondary","no",1058,"no","cellular",277,1,92,5,"success",0,2018,2018-03-07
42,"technician","married","primary","no",275,"no","cellular",51,9,-1,0,"unknown",0,2018,2018-03-07
60,"retired","married","unknown","no",209,"no","cellular",391,3,106,1,"failure",1,2018,2018-03-07
58,"retired","married","primary","no",701,"no","cellular",137,4,-1,0,"unknown",0,2018,2018-03-07
39,"technician","single","secondary","no",2321,"no","unknown",203,2,-1,0,"unknown",0,2018,2018-03-07
85,"retired","married","primary","no",98,"no","cellular",416,1,-1,0,"unknown",1,2018,2018-03-07
31,"services","single","secondary","no",0,"no","cellular",243,2,-1,0,"unknown",0,2018,2018-03-07
43,"retired","single","primary","no",140,"no","telephone",52,1,-1,0,"unknown",0,2018,2018-03-07
36,"technician","single","secondary","no",0,"no","cellular",121,1,-1,0,"unknown",0,2018,2018-03-07
30,"technician","single","tertiary","no",1,"no","cellular",88,2,-1,0,"unknown",0,2018,2018-03-07
46,"blue-collar","married","secondary","no",689,"no","cellular",121,7,-1,0,"unknown",0,2018,2018-03-07
58,"technician","married","secondary","no",673,"no","telephone",28,4,-1,0,"unknown",0,2018,2018-03-07
32,"management","single","tertiary","no",697,"no","cellular",119,1,99,3,"failure",0,2018,2018-03-07
47,"services","divorced","secondary","no",829,"no","unknown",466,2,-1,0,"unknown",0,2018,2018-03-08
35,"management","married","tertiary","no",8000,"no","cellular",331,1,90,3,"success",1,2018,2018-03-08
55,"technician","divorced","secondary","no",3450,"no","cellular",110,1,-1,0,"unknown",0,2018,2018-03-08
33,"admin.","single","secondary","no",-15,"no","telephone",326,3,350,2,"failure",0,2018,2018-03-08
56,"blue-collar","married","primary","no",115,"no","telephone",111,1,-1,0,"unknown",0,2018,2018-03-08
49,"self-employed","married","tertiary","no",599,"no","cellular",174,1,-1,0,"unknown",0,2018,2018-03-08
52,"services","married","secondary","no",-298,"no","cellular",228,4,-1,0,"unknown",0,2018,2018-03-08
26,"self-employed","single","tertiary","no",560,"no","telephone",122,2,-1,0,"unknown",0,2018,2018-03-08
40,"admin.","married","tertiary","no",1108,"no","cellular",170,2,112,1,"success",0,2018,2018-03-08
36,"technician","divorced","secondary","no",1285,"no","unknown",230,2,-1,0,"unknown",0,2018,2018-03-08
33,"technician","single","secondary","no",9,"no","cellular",145,8,-1,0,"unknown",0,2018,2018-03-08
58,"technician","married","tertiary","no",0,"no","cellular",540,4,-1,0,"unknown",0,2018,2018-03-08
41,"technician","divorced","secondary","no",1545,"no","cellular",183,2,-1,0,"unknown",0,2018,2018-03-08
37,"blue-collar","married","secondary","no",236,"no","cellular",438,6,-1,0,"unknown",0,2018,2018-03-08
32,"management","single","tertiary","no",2233,"no","cellular",85,15,-1,0,"unknown",0,2018,2018-03-08
31,"admin.","divorced","secondary","no",1210,"no","cellular",350,1,-1,0,"unknown",0,2018,2018-03-08
32,"technician","married","secondary","no",1119,"no","cellular",371,2,-1,0,"unknown",0,2018,2018-03-08
27,"management","single","tertiary","no",207,"no","telephone",240,4,-1,0,"unknown",0,2018,2018-03-08
48,"management","married","primary","no",312,"no","cellular",1186,4,-1,0,"unknown",0,2018,2018-03-08
41,"admin.","divorced","secondary","no",3823,"no","cellular",234,10,-1,0,"unknown",0,2018,2018-03-08
49,"admin.","married","tertiary","no",6574,"no","cellular",138,3,-1,0,"unknown",1,2018,2018-03-08
23,"management","single","tertiary","no",1506,"no","cellular",131,4,-1,0,"unknown",1,2018,2018-03-08
36,"housemaid","married","primary","no",622,"no","unknown",55,5,-1,0,"unknown",0,2018,2018-03-08
52,"blue-collar","married","secondary","no",580,"no","cellular",965,2,-1,0,"unknown",1,2018,2018-03-08
31,"entrepreneur","married","secondary","no",15,"no","cellular",190,2,-1,0,"unknown",0,2018,2018-03-08
31,"technician","single","unknown","no",365,"no","unknown",257,1,-1,0,"unknown",0,2018,2018-03-08
56,"retired","married","primary","no",63,"no","cellular",122,2,-1,0,"unknown",0,2018,2018-03-08
57,"management","married","tertiary","no",2681,"no","cellular",266,2,-1,0,"unknown",1,2018,2018-03-08
49,"entrepreneur","married","secondary","no",27,"no","unknown",131,6,-1,0,"unknown",0,2018,2018-03-08
52,"admin.","married","primary","no",2390,"no","cellular",216,2,-1,0,"unknown",0,2018,2018-03-08
36,"housemaid","married","primary","no",-125,"no","cellular",91,2,-1,0,"unknown",0,2018,2018-03-08
48,"blue-collar","married","secondary","no",1513,"no","cellular",1171,1,-1,0,"unknown",0,2018,2018-03-08
53,"admin.","divorced","secondary","no",-112,"no","unknown",394,1,-1,0,"unknown",0,2018,2018-03-08
58,"retired","married","unknown","no",911,"no","cellular",178,4,-1,0,"unknown",0,2018,2018-03-08
29,"services","married","secondary","no",317,"no","cellular",229,2,-1,0,"unknown",0,2018,2018-03-08
39,"management","married","tertiary","no",839,"no","cellular",365,2,774,11,"failure",0,2018,2018-03-08
21,"student","single","primary","no",423,"no","telephone",287,5,285,5,"success",1,2018,2018-03-08
40,"technician","married","secondary","no",4298,"no","cellular",221,1,-1,0,"unknown",0,2018,2018-03-08
61,"retired","married","secondary","no",5196,"no","telephone",244,2,95,4,"other",0,2018,2018-03-08
45,"admin.","married","secondary","no",434,"no","cellular",180,19,-1,0,"unknown",0,2018,2018-03-08
32,"management","married","tertiary","no",4945,"no","cellular",160,1,119,2,"other",1,2018,2018-03-08
50,"blue-collar","married","secondary","no",887,"no","unknown",287,1,-1,0,"unknown",0,2018,2018-03-08
38,"technician","married","secondary","no",6728,"no","cellular",232,1,96,4,"success",1,2018,2018-03-08
44,"management","married","tertiary","no",736,"no","cellular",71,9,-1,0,"unknown",0,2018,2018-03-08
43,"technician","married","secondary","no",236,"no","unknown",169,4,-1,0,"unknown",0,2018,2018-03-08
38,"admin.","married","tertiary","no",4297,"no","cellular",206,2,-1,0,"unknown",1,2018,2018-03-08
27,"student","single","secondary","no",6036,"no","cellular",175,1,181,1,"failure",1,2018,2018-03-08
47,"blue-collar","married","secondary","no",323,"no","unknown",385,1,-1,0,"unknown",0,2018,2018-03-08
25,"student","single","unknown","no",10788,"no","cellular",102,2,210,2,"other",0,2018,2018-03-08
41,"unemployed","married","tertiary","no",0,"no","cellular",81,1,-1,0,"unknown",0,2018,2018-03-08
72,"retired","married","primary","no",0,"no","cellular",201,3,191,3,"failure",0,2018,2018-03-08
49,"services","married","secondary","yes",-249,"no","cellular",234,5,-1,0,"unknown",0,2018,2018-03-09
51,"blue-collar","married","secondary","no",950,"no","cellular",377,2,-1,0,"unknown",0,2018,2018-03-09
48,"technician","single","secondary","no",479,"no","unknown",148,5,-1,0,"unknown",0,2018,2018-03-09
48,"technician","married","secondary","no",1526,"no","cellular",273,2,-1,0,"unknown",0,2018,2018-03-09
54,"technician","married","secondary","no",0,"no","cellular",464,5,192,8,"other",1,2018,2018-03-09
54,"management","married","tertiary","no",37176,"no","cellular",206,1,-1,0,"unknown",0,2018,2018-03-09
31,"technician","divorced","secondary","no",268,"no","unknown",118,2,-1,0,"unknown",0,2018,2018-03-09
47,"management","married","tertiary","no",866,"no","unknown",7,7,-1,0,"unknown",0,2018,2018-03-09
58,"housemaid","divorced","primary","no",0,"no","cellular",965,2,-1,0,"unknown",0,2018,2018-03-09
27,"technician","single","secondary","no",90,"no","cellular",82,3,-1,0,"unknown",0,2018,2018-03-09
29,"management","single","tertiary","no",1431,"no","cellular",201,4,-1,0,"unknown",0,2018,2018-03-09
75,"retired","married","secondary","no",3771,"no","telephone",185,1,181,2,"success",1,2018,2018-03-09
41,"technician","single","tertiary","no",159,"no","cellular",164,1,-1,0,"unknown",0,2018,2018-03-09
27,"technician","single","tertiary","no",501,"no","telephone",370,4,-1,0,"unknown",0,2018,2018-03-09
29,"unemployed","single","primary","no",1374,"no","cellular",1205,2,178,7,"success",1,2018,2018-03-09
46,"unemployed","married","secondary","no",1040,"no","telephone",542,1,78,5,"failure",0,2018,2018-03-09
34,"technician","single","secondary","no",258,"no","cellular",103,1,-1,0,"unknown",0,2018,2018-03-09
77,"management","married","tertiary","no",5619,"no","cellular",189,1,-1,0,"unknown",0,2018,2018-03-09
43,"technician","married","secondary","yes",-313,"no","cellular",89,4,-1,0,"unknown",0,2018,2018-03-09
30,"admin.","single","tertiary","no",305,"no","cellular",227,2,-1,0,"unknown",1,2018,2018-03-09
72,"retired","married","primary","no",806,"no","cellular",169,1,-1,0,"unknown",0,2018,2018-03-09
58,"retired","married","primary","no",5506,"no","telephone",81,4,-1,0,"unknown",0,2018,2018-03-09
26,"student","single","unknown","no",19,"no","telephone",268,1,-1,0,"unknown",0,2018,2018-03-09
46,"entrepreneur","divorced","secondary","no",-563,"no","cellular",769,4,-1,0,"unknown",1,2018,2018-03-09
53,"management","married","tertiary","no",597,"no","unknown",392,1,-1,0,"unknown",1,2018,2018-03-09
53,"self-employed","single","secondary","no",186,"no","cellular",92,2,-1,0,"unknown",0,2018,2018-03-09
33,"admin.","single","tertiary","no",621,"no","cellular",217,1,-1,0,"unknown",0,2018,2018-03-09
35,"services","single","secondary","no",2223,"no","cellular",499,3,-1,0,"unknown",0,2018,2018-03-09
83,"retired","married","unknown","no",4216,"no","cellular",92,1,-1,0,"unknown",0,2018,2018-03-09
41,"entrepreneur","divorced","tertiary","no",958,"no","cellular",72,1,-1,0,"unknown",0,2018,2018-03-09
38,"services","married","secondary","no",293,"no","unknown",70,2,-1,0,"unknown",0,2018,2018-03-09
50,"management","married","tertiary","no",346,"no","cellular",76,2,87,1,"success",0,2018,2018-03-09
41,"management","married","tertiary","no",185,"no","cellular",286,12,-1,0,"unknown",0,2018,2018-03-09
50,"management","married","secondary","no",628,"no","unknown",367,3,-1,0,"unknown",0,2018,2018-03-09
52,"technician","divorced","secondary","no",204,"no","cellular",134,2,-1,0,"unknown",0,2018,2018-03-09
39,"technician","married","tertiary","no",0,"no","cellular",13,17,-1,0,"unknown",0,2018,2018-03-09
