"age","job","marital","education","default","balance","housing","contact","duration","campaign","pdays","previous","poutcome","signedup","Year","Date"
32,"management","single","tertiary","no",0,"yes","cellular",196,1,-1,0,"unknown",0,2017,2017-01-18
58,"unknown","single","secondary","no",311,"no","unknown",248,2,-1,0,"unknown",0,2017,2017-01-18
31,"housemaid","married","secondary","no",592,"no","cellular",124,1,-1,0,"unknown",0,2017,2017-01-18
44,"technician","married","secondary","no",2857,"no","cellular",318,2,-1,0,"unknown",0,2017,2017-01-18
37,"technician","married","secondary","no",987,"yes","cellular",306,2,-1,0,"unknown",0,2017,2017-01-18
53,"admin.","divorced","secondary","no",26,"yes","cellular",56,1,359,1,"failure",0,2017,2017-01-18
46,"services","married","secondary","no",2215,"no","unknown",222,2,-1,0,"unknown",0,2017,2017-01-18
28,"blue-collar","married","secondary","no",-25,"yes","cellular",58,2,-1,0,"unknown",0,2017,2017-01-18
24,"services","single","secondary","no",-92,"yes","cellular",245,1,-1,0,"unknown",0,2017,2017-01-18
38,"blue-collar","single","primary","no",490,"yes","unknown",17,1,-1,0,"unknown",0,2017,2017-01-18
55,"unemployed","married","secondary","no",549,"no","cellular",43,5,-1,0,"unknown",0,2017,2017-01-18
48,"blue-collar","married","primary","no",2642,"yes","unknown",330,3,-1,0,"unknown",0,2017,2017-01-18
43,"management","married","primary","no",8167,"yes","unknown",114,2,-1,0,"unknown",0,2017,2017-01-18
42,"unknown","married","unknown","no",222,"no","cellular",80,16,-1,0,"unknown",0,2017,2017-01-18
41,"technician","married","secondary","no",634,"no","cellular",122,2,-1,0,"unknown",0,2017,2017-01-18
60,"retired","married","primary","no",170,"yes","unknown",338,2,-1,0,"unknown",0,2017,2017-01-18
29,"management","single","tertiary","no",1388,"yes","cellular",157,3,-1,0,"unknown",0,2017,2017-01-18
26,"blue-collar","single","secondary","no",341,"no","cellular",225,2,-1,0,"unknown",0,2017,2017-01-18
28,"technician","single","secondary","no",3,"no","telephone",40,8,349,6,"failure",0,2017,2017-01-18
24,"blue-collar","married","secondary","no",1073,"yes","unknown",569,2,-1,0,"unknown",0,2017,2017-01-18
36,"management","divorced","tertiary","no",14930,"no","cellular",190,1,-1,0,"unknown",0,2017,2017-01-18
27,"blue-collar","single","unknown","no",89,"yes","unknown",139,5,-1,0,"unknown",0,2017,2017-01-18
26,"management","married","tertiary","no",52,"no","telephone",238,1,-1,0,"unknown",0,2017,2017-01-18
40,"management","married","tertiary","no",-65,"no","cellular",65,2,-1,0,"unknown",0,2017,2017-01-18
45,"management","married","primary","no",0,"no","unknown",54,1,-1,0,"unknown",0,2017,2017-01-18
33,"services","married","unknown","no",89,"yes","unknown",341,1,-1,0,"unknown",0,2017,2017-01-18
36,"services","single","secondary","no",9231,"no","unknown",270,3,-1,0,"unknown",0,2017,2017-01-18
61,"management","married","secondary","no",544,"no","cellular",63,3,200,9,"success",1,2017,2017-01-18
58,"management","divorced","tertiary","no",0,"no","cellular",107,1,-1,0,"unknown",0,2017,2017-01-18
49,"blue-collar","divorced","secondary","yes",259,"no","unknown",283,2,-1,0,"unknown",0,2017,2017-01-18
62,"self-employed","divorced","tertiary","no",6,"yes","cellular",103,1,182,3,"success",1,2017,2017-01-18
31,"admin.","single","secondary","no",162,"yes","unknown",247,1,-1,0,"unknown",0,2017,2017-01-18
38,"services","single","secondary","no",0,"yes","unknown",166,2,-1,0,"unknown",0,2017,2017-01-18
55,"technician","married","secondary","no",199,"no","cellular",15,17,-1,0,"unknown",0,2017,2017-01-18
30,"technician","single","tertiary","no",53,"no","cellular",375,1,-1,0,"unknown",1,2017,2017-01-18
39,"services","married","secondary","no",257,"yes","unknown",171,1,-1,0,"unknown",0,2017,2017-01-18
46,"management","married","tertiary","no",1489,"yes","unknown",375,5,-1,0,"unknown",0,2017,2017-01-18
43,"management","married","tertiary","no",696,"no","cellular",110,8,-1,0,"unknown",0,2017,2017-01-18
36,"unemployed","single","secondary","no",244,"yes","unknown",702,2,-1,0,"unknown",0,2017,2017-01-18
60,"management","married","secondary","no",164,"no","cellular",171,1,-1,0,"unknown",0,2017,2017-01-18
32,"management","single","secondary","no",-32,"yes","unknown",139,1,-1,0,"unknown",0,2017,2017-01-18
48,"management","divorced","tertiary","no",108,"yes","unknown",89,2,-1,0,"unknown",0,2017,2017-01-18
50,"blue-collar","divorced","primary","no",1629,"yes","cellular",67,1,-1,0,"unknown",0,2017,2017-01-18
31,"admin.","single","secondary","no",43,"no","unknown",484,1,-1,0,"unknown",0,2017,2017-01-18
36,"blue-collar","married","secondary","no",218,"yes","cellular",619,6,-1,0,"unknown",1,2017,2017-01-18
31,"services","single","secondary","no",-45,"no","unknown",246,2,-1,0,"unknown",0,2017,2017-01-18
34,"management","married","tertiary","no",3402,"no","cellular",88,2,-1,0,"unknown",0,2017,2017-01-18
36,"admin.","married","secondary","no",1867,"yes","unknown",243,2,-1,0,"unknown",0,2017,2017-01-18
53,"blue-collar","single","unknown","no",1555,"yes","unknown",383,2,-1,0,"unknown",0,2017,2017-01-19
49,"self-employed","married","tertiary","no",206,"yes","unknown",108,2,-1,0,"unknown",0,2017,2017-01-19
24,"services","single","secondary","no",-248,"yes","unknown",187,1,-1,0,"unknown",0,2017,2017-01-19
25,"student","single","secondary","no",8,"no","cellular",107,2,-1,0,"unknown",1,2017,2017-01-19
43,"management","married","tertiary","no",1050,"yes","cellular",67,11,-1,0,"unknown",0,2017,2017-01-19
37,"management","married","unknown","no",247,"no","cellular",192,2,208,1,"failure",0,2017,2017-01-19
36,"technician","single","secondary","no",75,"yes","cellular",485,2,342,4,"other",0,2017,2017-01-19
39,"management","married","secondary","no",1034,"yes","unknown",306,1,-1,0,"unknown",0,2017,2017-01-19
27,"admin.","single","tertiary","no",144,"yes","cellular",95,1,-1,0,"unknown",0,2017,2017-01-19
36,"admin.","married","secondary","no",953,"yes","cellular",80,1,81,2,"failure",0,2017,2017-01-19
26,"unemployed","single","secondary","no",632,"no","cellular",218,1,-1,0,"unknown",1,2017,2017-01-19
40,"services","single","secondary","no",888,"yes","unknown",169,2,-1,0,"unknown",0,2017,2017-01-19
48,"technician","single","secondary","no",329,"no","cellular",711,1,-1,0,"unknown",0,2017,2017-01-19
40,"management","married","tertiary","no",0,"yes","cellular",506,2,-1,0,"unknown",1,2017,2017-01-19
50,"blue-collar","married","primary","yes",354,"yes","unknown",123,2,-1,0,"unknown",0,2017,2017-01-19
45,"services","single","secondary","no",141,"yes","unknown",111,4,-1,0,"unknown",0,2017,2017-01-19
56,"management","divorced","tertiary","no",408,"yes","unknown",274,1,-1,0,"unknown",0,2017,2017-01-19
34,"blue-collar","married","unknown","no",245,"yes","unknown",13,1,-1,0,"unknown",0,2017,2017-01-19
52,"technician","married","tertiary","no",1785,"no","cellular",349,1,-1,0,"unknown",0,2017,2017-01-19
29,"management","married","tertiary","no",168,"yes","unknown",119,1,-1,0,"unknown",0,2017,2017-01-19
39,"management","single","tertiary","no",1682,"yes","unknown",174,1,-1,0,"unknown",0,2017,2017-01-19
31,"unemployed","single","primary","no",0,"yes","unknown",24,18,-1,0,"unknown",0,2017,2017-01-19
39,"technician","married","unknown","no",0,"yes","cellular",106,3,-1,0,"unknown",0,2017,2017-01-19
34,"technician","married","tertiary","no",3160,"yes","cellular",726,1,-1,0,"unknown",0,2017,2017-01-19
26,"admin.","married","secondary","no",710,"yes","unknown",1276,2,-1,0,"unknown",1,2017,2017-01-19
54,"management","married","tertiary","no",148,"no","cellular",42,3,-1,0,"unknown",0,2017,2017-01-19
79,"retired","married","primary","no",3481,"no","telephone",82,4,-1,0,"unknown",0,2017,2017-01-19
37,"services","single","secondary","no",393,"yes","cellular",348,4,350,2,"other",0,2017,2017-01-19
28,"admin.","single","secondary","no",775,"no","cellular",603,2,-1,0,"unknown",0,2017,2017-01-19
50,"management","single","tertiary","no",592,"no","cellular",445,4,-1,0,"unknown",0,2017,2017-01-19
45,"management","single","tertiary","no",2048,"yes","cellular",310,1,804,1,"failure",1,2017,2017-01-19
26,"admin.","single","secondary","no",274,"no","cellular",351,3,-1,0,"unknown",1,2017,2017-01-19
30,"technician","single","secondary","no",-754,"yes","unknown",974,1,-1,0,"unknown",0,2017,2017-01-19
52,"management","married","tertiary","no",1134,"yes","cellular",151,4,-1,0,"unknown",0,2017,2017-01-19
53,"blue-collar","married","primary","no",1311,"no","telephone",61,3,-1,0,"unknown",0,2017,2017-01-19
52,"self-employed","married","secondary","no",213,"yes","cellular",164,2,-1,0,"unknown",0,2017,2017-01-19
43,"management","divorced","tertiary","no",1,"yes","unknown",28,8,-1,0,"unknown",0,2017,2017-01-19
28,"technician","single","tertiary","no",386,"no","cellular",867,1,-1,0,"unknown",1,2017,2017-01-19
33,"technician","married","secondary","no",118,"yes","cellular",103,2,-1,0,"unknown",0,2017,2017-01-19
33,"admin.","married","secondary","no",0,"no","cellular",86,3,-1,0,"unknown",0,2017,2017-01-19
48,"blue-collar","married","secondary","no",-202,"yes","cellular",225,4,-1,0,"unknown",0,2017,2017-01-19
33,"management","married","tertiary","no",812,"no","cellular",396,1,-1,0,"unknown",0,2017,2017-01-19
43,"management","married","tertiary","no",0,"no","unknown",46,1,-1,0,"unknown",0,2017,2017-01-19
27,"management","single","tertiary","no",592,"no","cellular",667,1,221,3,"failure",0,2017,2017-01-19
31,"self-employed","married","secondary","no",296,"yes","cellular",171,1,-1,0,"unknown",0,2017,2017-01-19
56,"retired","married","secondary","no",2330,"no","cellular",209,1,-1,0,"unknown",0,2017,2017-01-19
51,"technician","married","unknown","no",205,"yes","unknown",665,1,-1,0,"unknown",0,2017,2017-01-19
39,"management","single","tertiary","no",202,"yes","cellular",59,1,301,1,"other",0,2017,2017-01-19
34,"technician","married","secondary","no",4248,"yes","cellular",627,5,-1,0,"unknown",0,2017,2017-01-19
51,"management","married","tertiary","no",1944,"yes","unknown",217,2,-1,0,"unknown",0,2017,2017-01-19
39,"blue-collar","married","primary","no",0,"no","unknown",178,1,-1,0,"unknown",0,2017,2017-01-19
38,"admin.","divorced","secondary","no",1314,"no","cellular",156,2,-1,0,"unknown",0,2017,2017-01-19
35,"management","married","tertiary","no",317,"yes","unknown",162,3,-1,0,"unknown",0,2017,2017-01-19
34,"technician","married","secondary","no",-74,"yes","cellular",98,2,347,4,"failure",0,2017,2017-01-19
33,"management","married","tertiary","no",1412,"yes","unknown",480,1,-1,0,"unknown",1,2017,2017-01-19
51,"blue-collar","married","primary","no",6343,"yes","cellular",28,20,-1,0,"unknown",0,2017,2017-01-19
32,"management","single","tertiary","no",1954,"yes","cellular",107,1,-1,0,"unknown",0,2017,2017-01-19
40,"technician","married","secondary","no",1498,"no","cellular",139,4,-1,0,"unknown",0,2017,2017-01-19
31,"admin.","married","secondary","no",389,"yes","cellular",89,2,-1,0,"unknown",0,2017,2017-01-19
33,"admin.","single","secondary","no",322,"yes","unknown",266,4,-1,0,"unknown",0,2017,2017-01-19
36,"blue-collar","divorced","secondary","no",853,"no","unknown",15,12,-1,0,"unknown",0,2017,2017-01-19
52,"management","married","tertiary","no",1564,"yes","cellular",493,1,-1,0,"unknown",0,2017,2017-01-20
35,"admin.","married","secondary","yes",76,"no","unknown",107,1,-1,0,"unknown",0,2017,2017-01-20
29,"blue-collar","married","primary","no",200,"yes","unknown",322,2,-1,0,"unknown",0,2017,2017-01-20
34,"technician","married","secondary","no",357,"yes","cellular",25,20,-1,0,"unknown",0,2017,2017-01-20
27,"admin.","married","secondary","no",16,"yes","cellular",54,3,-1,0,"unknown",0,2017,2017-01-20
30,"technician","married","secondary","no",33,"yes","cellular",146,2,-1,0,"unknown",0,2017,2017-01-20
57,"blue-collar","married","primary","no",249,"yes","unknown",164,1,-1,0,"unknown",0,2017,2017-01-20
41,"self-employed","married","primary","no",-8,"yes","unknown",643,2,-1,0,"unknown",0,2017,2017-01-20
32,"management","married","tertiary","no",6138,"no","cellular",251,3,36,11,"success",0,2017,2017-01-20
37,"technician","married","secondary","no",0,"yes","cellular",1288,3,-1,0,"unknown",1,2017,2017-01-20
47,"unemployed","single","primary","no",7351,"no","cellular",1060,3,-1,0,"unknown",0,2017,2017-01-20
53,"services","married","primary","no",931,"no","unknown",159,2,-1,0,"unknown",0,2017,2017-01-20
32,"blue-collar","single","primary","no",5418,"yes","unknown",25,6,-1,0,"unknown",0,2017,2017-01-20
46,"blue-collar","married","primary","no",633,"yes","unknown",236,10,-1,0,"unknown",0,2017,2017-01-20
31,"technician","married","secondary","no",-292,"yes","unknown",186,1,-1,0,"unknown",0,2017,2017-01-20
28,"admin.","single","secondary","no",1408,"no","cellular",166,1,78,2,"failure",0,2017,2017-01-20
61,"retired","married","secondary","no",89,"no","cellular",477,2,92,3,"failure",0,2017,2017-01-20
47,"blue-collar","single","primary","no",133,"yes","cellular",285,1,330,3,"other",0,2017,2017-01-20
36,"housemaid","married","primary","no",78,"yes","telephone",2692,9,-1,0,"unknown",1,2017,2017-01-20
57,"retired","married","secondary","no",-418,"no","unknown",95,1,-1,0,"unknown",0,2017,2017-01-20
52,"blue-collar","divorced","primary","no",29,"yes","cellular",245,1,-1,0,"unknown",0,2017,2017-01-20
28,"unemployed","married","secondary","no",858,"yes","unknown",371,1,-1,0,"unknown",0,2017,2017-01-20
46,"unknown","married","primary","no",0,"no","telephone",87,2,-1,0,"unknown",0,2017,2017-01-20
36,"admin.","married","secondary","no",470,"yes","cellular",101,4,-1,0,"unknown",0,2017,2017-01-20
42,"management","single","tertiary","no",0,"no","cellular",129,4,-1,0,"unknown",0,2017,2017-01-20
22,"student","single","unknown","no",3317,"no","cellular",148,1,-1,0,"unknown",0,2017,2017-01-20
60,"blue-collar","divorced","primary","no",92,"yes","unknown",70,3,-1,0,"unknown",0,2017,2017-01-20
45,"blue-collar","single","unknown","no",713,"no","cellular",148,2,-1,0,"unknown",0,2017,2017-01-20
45,"technician","married","secondary","no",376,"no","cellular",86,2,-1,0,"unknown",0,2017,2017-01-20
35,"blue-collar","married","secondary","no",913,"yes","cellular",738,2,-1,0,"unknown",0,2017,2017-01-20
38,"technician","married","secondary","no",0,"no","unknown",55,1,-1,0,"unknown",0,2017,2017-01-20
43,"self-employed","married","secondary","no",5704,"yes","cellular",139,2,-1,0,"unknown",0,2017,2017-01-20
29,"blue-collar","married","secondary","no",247,"no","cellular",199,1,-1,0,"unknown",0,2017,2017-01-20
36,"admin.","divorced","tertiary","no",4708,"no","cellular",104,1,-1,0,"unknown",0,2017,2017-01-20
38,"management","married","tertiary","no",1680,"yes","cellular",414,2,-1,0,"unknown",0,2017,2017-01-20
33,"blue-collar","single","secondary","no",371,"yes","unknown",1128,3,-1,0,"unknown",0,2017,2017-01-20
41,"management","married","tertiary","no",2665,"yes","cellular",112,1,183,10,"other",0,2017,2017-01-20
30,"admin.","single","secondary","no",19,"no","cellular",372,1,-1,0,"unknown",0,2017,2017-01-20
38,"services","divorced","secondary","no",710,"yes","cellular",1880,2,-1,0,"unknown",0,2017,2017-01-20
37,"technician","married","secondary","no",449,"yes","cellular",59,4,-1,0,"unknown",0,2017,2017-01-20
47,"blue-collar","married","secondary","no",2215,"no","cellular",194,4,-1,0,"unknown",0,2017,2017-01-20
37,"technician","divorced","tertiary","no",1174,"yes","cellular",436,1,140,2,"failure",0,2017,2017-01-20
31,"admin.","married","secondary","no",941,"yes","cellular",213,4,-1,0,"unknown",0,2017,2017-01-20
46,"self-employed","married","secondary","no",-816,"yes","cellular",68,1,-1,0,"unknown",0,2017,2017-01-20
35,"technician","married","secondary","no",35,"yes","cellular",358,1,-1,0,"unknown",0,2017,2017-01-20
58,"blue-collar","married","primary","no",226,"yes","cellular",135,3,-1,0,"unknown",0,2017,2017-01-20
40,"management","single","secondary","no",906,"yes","cellular",67,4,-1,0,"unknown",0,2017,2017-01-20
42,"housemaid","divorced","secondary","no",3253,"no","unknown",18,7,-1,0,"unknown",0,2017,2017-01-20
35,"blue-collar","married","secondary","no",1454,"yes","cellular",323,1,182,4,"success",1,2017,2017-01-20
53,"blue-collar","divorced","primary","no",2656,"yes","unknown",1980,2,-1,0,"unknown",1,2017,2017-01-20
34,"management","married","tertiary","no",2640,"yes","cellular",181,1,-1,0,"unknown",0,2017,2017-01-20
55,"blue-collar","single","primary","no",1187,"yes","cellular",113,1,319,2,"failure",0,2017,2017-01-20
45,"blue-collar","divorced","primary","no",1805,"no","cellular",758,1,-1,0,"unknown",0,2017,2017-01-21
35,"blue-collar","divorced","primary","no",37,"no","cellular",104,7,-1,0,"unknown",0,2017,2017-01-21
42,"blue-collar","married","primary","no",1556,"no","cellular",113,1,-1,0,"unknown",0,2017,2017-01-21
57,"management","divorced","tertiary","no",3287,"no","cellular",277,2,337,1,"success",1,2017,2017-01-21
36,"blue-collar","married","unknown","no",722,"yes","unknown",268,2,-1,0,"unknown",0,2017,2017-01-21
42,"management","married","secondary","no",372,"yes","telephone",130,8,-1,0,"unknown",0,2017,2017-01-21
43,"technician","married","tertiary","no",1663,"no","cellular",185,2,-1,0,"unknown",0,2017,2017-01-21
39,"housemaid","married","secondary","no",0,"yes","cellular",218,4,-1,0,"unknown",0,2017,2017-01-21
51,"self-employed","married","secondary","yes",-206,"no","cellular",51,3,-1,0,"unknown",0,2017,2017-01-21
34,"technician","single","secondary","no",6053,"yes","unknown",26,5,-1,0,"unknown",0,2017,2017-01-21
43,"admin.","married","secondary","no",-879,"yes","unknown",199,4,-1,0,"unknown",0,2017,2017-01-21
61,"retired","married","secondary","no",286,"no","cellular",525,1,-1,0,"unknown",0,2017,2017-01-21
52,"services","married","secondary","no",992,"yes","cellular",342,1,92,2,"success",1,2017,2017-01-21
36,"management","divorced","tertiary","no",608,"no","cellular",125,2,-1,0,"unknown",0,2017,2017-01-21
31,"unemployed","single","secondary","no",8,"yes","unknown",123,1,-1,0,"unknown",0,2017,2017-01-21
26,"admin.","single","secondary","no",614,"no","cellular",103,1,-1,0,"unknown",0,2017,2017-01-21
71,"unknown","married","tertiary","no",353,"no","cellular",208,1,93,2,"failure",0,2017,2017-01-21
31,"services","divorced","unknown","no",0,"no","cellular",138,1,-1,0,"unknown",0,2017,2017-01-21
35,"technician","married","secondary","no",222,"yes","cellular",233,1,190,6,"failure",0,2017,2017-01-21
38,"services","married","secondary","no",173,"yes","unknown",130,2,-1,0,"unknown",0,2017,2017-01-21
50,"entrepreneur","married","primary","yes",537,"yes","unknown",11,15,-1,0,"unknown",0,2017,2017-01-21
30,"management","married","tertiary","no",8623,"no","cellular",163,3,-1,0,"unknown",0,2017,2017-01-21
57,"blue-collar","married","primary","yes",195,"no","telephone",185,4,-1,0,"unknown",0,2017,2017-01-21
53,"technician","married","secondary","no",6831,"no","cellular",1130,2,-1,0,"unknown",1,2017,2017-01-21
26,"technician","single","tertiary","no",1066,"no","cellular",112,1,50,1,"success",0,2017,2017-01-21
56,"management","married","primary","no",31,"yes","cellular",215,2,-1,0,"unknown",0,2017,2017-01-21
39,"blue-collar","married","primary","no",710,"no","cellular",14,6,-1,0,"unknown",0,2017,2017-01-21
39,"management","married","tertiary","no",346,"no","cellular",230,3,-1,0,"unknown",0,2017,2017-01-21
34,"management","single","tertiary","no",8038,"yes","cellular",29,3,152,1,"failure",0,2017,2017-01-21
29,"technician","single","secondary","no",500,"yes","cellular",273,3,-1,0,"unknown",0,2017,2017-01-21
42,"management","married","tertiary","no",0,"no","cellular",90,2,-1,0,"unknown",0,2017,2017-01-21
50,"technician","married","secondary","no",2972,"no","cellular",73,5,-1,0,"unknown",0,2017,2017-01-21
32,"management","married","tertiary","no",6138,"no","cellular",519,2,90,9,"failure",1,2017,2017-01-21
58,"housemaid","single","secondary","no",11494,"no","telephone",220,7,-1,0,"unknown",0,2017,2017-01-21
50,"management","married","tertiary","no",107,"yes","unknown",1002,5,-1,0,"unknown",0,2017,2017-01-21
40,"management","married","tertiary","no",384,"no","unknown",191,2,-1,0,"unknown",0,2017,2017-01-21
33,"self-employed","married","tertiary","no",277,"no","cellular",57,2,-1,0,"unknown",0,2017,2017-01-21
53,"management","married","tertiary","no",2327,"no","cellular",94,2,-1,0,"unknown",0,2017,2017-01-21
47,"services","divorced","tertiary","no",1639,"no","cellular",349,1,-1,0,"unknown",1,2017,2017-01-21
41,"technician","single","tertiary","no",0,"yes","cellular",635,6,-1,0,"unknown",0,2017,2017-01-21
46,"services","divorced","secondary","no",5,"yes","cellular",305,2,-1,0,"unknown",0,2017,2017-01-21
57,"admin.","married","secondary","no",567,"yes","cellular",87,2,265,3,"other",0,2017,2017-01-21
59,"management","married","tertiary","no",1726,"no","cellular",137,3,-1,0,"unknown",0,2017,2017-01-21
30,"management","married","tertiary","no",42,"no","cellular",115,6,-1,0,"unknown",0,2017,2017-01-22
56,"retired","married","primary","no",16432,"no","cellular",702,2,189,2,"failure",0,2017,2017-01-22
44,"blue-collar","married","secondary","no",1324,"yes","telephone",119,1,89,2,"other",0,2017,2017-01-22
53,"services","married","secondary","no",1461,"no","cellular",262,6,-1,0,"unknown",0,2017,2017-01-22
23,"student","single","tertiary","no",0,"no","cellular",213,1,-1,0,"unknown",1,2017,2017-01-22
34,"housemaid","married","tertiary","no",677,"no","cellular",37,2,-1,0,"unknown",0,2017,2017-01-22
44,"technician","divorced","tertiary","no",9192,"yes","unknown",59,3,-1,0,"unknown",0,2017,2017-01-22
35,"entrepreneur","married","secondary","no",24,"yes","cellular",128,1,181,1,"failure",0,2017,2017-01-22
32,"management","single","tertiary","no",1613,"no","cellular",253,2,129,5,"failure",0,2017,2017-01-22
33,"technician","married","secondary","no",58,"yes","telephone",57,2,-1,0,"unknown",0,2017,2017-01-22
46,"blue-collar","married","primary","no",-175,"yes","cellular",250,1,324,2,"failure",0,2017,2017-01-22
43,"blue-collar","married","primary","no",1579,"yes","telephone",176,1,284,4,"other",0,2017,2017-01-22
40,"admin.","married","secondary","no",2523,"yes","unknown",75,1,-1,0,"unknown",0,2017,2017-01-22
44,"entrepreneur","single","unknown","no",323,"no","cellular",332,2,181,2,"failure",1,2017,2017-01-22
50,"management","married","tertiary","no",400,"no","cellular",343,2,-1,0,"unknown",0,2017,2017-01-22
31,"technician","single","secondary","no",942,"no","cellular",138,2,-1,0,"unknown",0,2017,2017-01-22
46,"blue-collar","married","secondary","no",33,"yes","unknown",136,8,-1,0,"unknown",0,2017,2017-01-22
35,"admin.","married","secondary","no",725,"yes","cellular",219,7,133,1,"failure",0,2017,2017-01-22
40,"services","married","primary","no",44,"yes","unknown",144,1,-1,0,"unknown",0,2017,2017-01-22
39,"blue-collar","married","secondary","no",518,"yes","unknown",608,2,-1,0,"unknown",0,2017,2017-01-22
26,"technician","single","tertiary","no",1066,"no","cellular",200,1,-1,0,"unknown",1,2017,2017-01-22
34,"technician","married","secondary","no",0,"yes","cellular",261,1,470,2,"failure",1,2017,2017-01-22
45,"blue-collar","married","secondary","no",146,"yes","unknown",22,15,-1,0,"unknown",0,2017,2017-01-22
42,"admin.","divorced","secondary","no",-67,"no","cellular",137,2,-1,0,"unknown",0,2017,2017-01-22
41,"management","single","tertiary","no",3371,"yes","cellular",204,2,-1,0,"unknown",0,2017,2017-01-22
37,"admin.","married","secondary","no",1110,"yes","telephone",802,11,-1,0,"unknown",1,2017,2017-01-22
63,"retired","married","primary","no",12067,"no","telephone",660,1,191,1,"failure",1,2017,2017-01-22
39,"blue-collar","divorced","primary","no",815,"yes","cellular",22,3,-1,0,"unknown",0,2017,2017-01-22
46,"blue-collar","married","primary","no",648,"no","cellular",59,4,-1,0,"unknown",0,2017,2017-01-22
53,"blue-collar","married","secondary","no",285,"yes","telephone",242,4,-1,0,"unknown",0,2017,2017-01-22
27,"blue-collar","single","secondary","no",20,"yes","cellular",175,1,364,3,"other",0,2017,2017-01-22
42,"management","single","tertiary","no",10907,"no","cellular",74,3,-1,0,"unknown",0,2017,2017-01-22
37,"admin.","single","secondary","no",176,"yes","cellular",80,2,-1,0,"unknown",0,2017,2017-01-22
59,"retired","married","primary","no",13,"no","cellular",384,2,-1,0,"unknown",0,2017,2017-01-22
26,"management","single","tertiary","no",828,"yes","cellular",141,1,-1,0,"unknown",0,2017,2017-01-22
57,"management","single","unknown","no",5368,"yes","cellular",585,1,-1,0,"unknown",0,2017,2017-01-22
43,"technician","single","tertiary","no",317,"yes","cellular",106,1,-1,0,"unknown",0,2017,2017-01-22
35,"management","married","tertiary","no",194,"no","cellular",56,2,-1,0,"unknown",0,2017,2017-01-22
46,"blue-collar","married","secondary","no",756,"yes","unknown",401,7,-1,0,"unknown",0,2017,2017-01-22
31,"management","single","tertiary","no",2592,"no","cellular",349,2,174,1,"failure",0,2017,2017-01-22
59,"management","divorced","secondary","no",1175,"yes","cellular",228,1,-1,0,"unknown",0,2017,2017-01-22
47,"management","divorced","tertiary","no",2515,"no","unknown",40,3,-1,0,"unknown",0,2017,2017-01-22
45,"blue-collar","married","primary","no",271,"yes","cellular",245,1,343,1,"failure",0,2017,2017-01-22
50,"management","married","tertiary","no",451,"yes","cellular",441,3,-1,0,"unknown",0,2017,2017-01-22
42,"technician","married","tertiary","no",250,"no","cellular",213,3,-1,0,"unknown",0,2017,2017-01-22
56,"unemployed","married","secondary","no",660,"yes","unknown",72,3,-1,0,"unknown",0,2017,2017-01-22
52,"management","married","secondary","no",218,"yes","unknown",490,12,-1,0,"unknown",0,2017,2017-01-22
36,"blue-collar","single","primary","no",1959,"yes","cellular",1966,1,-1,0,"unknown",0,2017,2017-01-22
39,"services","married","secondary","no",247,"yes","cellular",244,2,-1,0,"unknown",0,2017,2017-01-22
31,"management","single","tertiary","no",1598,"yes","cellular",36,33,-1,0,"unknown",0,2017,2017-01-22
29,"services","married","secondary","no",11417,"yes","unknown",272,2,-1,0,"unknown",0,2017,2017-01-22
45,"admin.","married","secondary","no",149,"yes","unknown",893,3,-1,0,"unknown",1,2017,2017-01-22
42,"services","married","secondary","no",86,"yes","cellular",385,3,-1,0,"unknown",0,2017,2017-01-22
51,"management","divorced","tertiary","no",-227,"yes","cellular",404,1,-1,0,"unknown",0,2017,2017-01-22
44,"technician","divorced","secondary","no",303,"yes","unknown",51,1,-1,0,"unknown",0,2017,2017-01-22
39,"management","single","tertiary","no",1648,"no","cellular",123,1,-1,0,"unknown",0,2017,2017-01-22
48,"services","divorced","secondary","no",105,"no","cellular",111,2,-1,0,"unknown",0,2017,2017-01-22
30,"services","single","secondary","no",773,"yes","unknown",29,1,-1,0,"unknown",0,2017,2017-01-22
52,"blue-collar","divorced","primary","no",-57,"yes","unknown",114,3,-1,0,"unknown",0,2017,2017-01-22
39,"management","married","tertiary","no",93,"yes","cellular",65,1,95,5,"failure",0,2017,2017-01-22
82,"retired","married","primary","no",243,"no","cellular",275,1,180,2,"success",1,2017,2017-01-22
31,"services","single","secondary","yes",-21,"no","cellular",507,1,-1,0,"unknown",0,2017,2017-01-22
51,"blue-collar","married","unknown","no",-19,"yes","unknown",163,2,-1,0,"unknown",0,2017,2017-01-23
30,"technician","single","tertiary","no",178,"no","cellular",656,3,-1,0,"unknown",1,2017,2017-01-23
53,"blue-collar","married","secondary","no",70,"yes","unknown",611,2,-1,0,"unknown",0,2017,2017-01-23
47,"unemployed","married","primary","no",324,"no","cellular",462,2,-1,0,"unknown",1,2017,2017-01-23
50,"management","divorced","tertiary","no",1270,"yes","cellular",24,3,-1,0,"unknown",0,2017,2017-01-23
42,"services","divorced","secondary","no",466,"no","cellular",48,1,-1,0,"unknown",0,2017,2017-01-23
35,"management","divorced","secondary","no",124,"yes","cellular",48,4,146,5,"failure",0,2017,2017-01-23
33,"management","married","tertiary","no",0,"yes","unknown",223,1,-1,0,"unknown",0,2017,2017-01-23
33,"management","married","tertiary","no",8339,"yes","cellular",335,2,165,5,"other",0,2017,2017-01-23
